gameMechanics.battleground.AchievementEntry -> client.Replica.AchievementEntry,
gameMechanics.battleground.BattleEventAchievementResource -> client.Replica.BattleEventAchievementResource,
gameMechanics.battleground.BattleEventResource -> client.Replica.BattleEventResource,
gameMechanics.battleground.BattlegroundPlayerSpawnPlace -> client.Replica.BattlegroundPlayerSpawnPlace,
gameMechanics.battleground.BattlegroundZonePvpType -> client.Replica.BattlegroundZonePvpType,
gameMechanics.clientCommands.chat.EmoteRegistry -> client.Replica.EmoteRegistry,
gameMechanics.clientCommands.chat.MoodResource -> client.Replica.MoodResource,
gameMechanics.constructor.basicElements.BinaryPredicate -> client.Replica.BinaryPredicate,
gameMechanics.constructor.basicElements.Predicate -> client.Replica.Predicate,
gameMechanics.constructor.basicInterfaces.Action -> client.Replica.Action,
gameMechanics.constructor.basicInterfaces.ActionGroup -> client.Replica.ActionGroup,
gameMechanics.constructor.basicInterfaces.VariableResource -> client.Replica.VariableResource,
gameMechanics.constructor.schemes.ability.AbilityResource -> client.Replica.Ability,
gameMechanics.constructor.schemes.buff.BuffResource -> client.Replica.Buff,
gameMechanics.constructor.schemes.collectionEditions.CollectionEditionResource -> client.Replica.CollectionEdition,
gameMechanics.constructor.schemes.damage.AstralHit -> client.Replica.AstralHit,
gameMechanics.constructor.schemes.damage.FallHit -> client.Replica.FallHit,
gameMechanics.constructor.schemes.exploit.Exploit -> client.Replica.Exploit,
gameMechanics.constructor.schemes.fairy.FairyResource -> client.Replica.FairyResource,
gameMechanics.constructor.schemes.guild.GuildAllod -> client.Replica.GuildAllod,
gameMechanics.constructor.schemes.guild.GuildAllodsRegistry -> client.Replica.GuildAllodsRegistry,
gameMechanics.constructor.schemes.item.AlternativeCurrency -> client.Replica.AlternativeCurrency,
gameMechanics.constructor.schemes.item.ContainerShape -> client.Replica.ContainerShape,
gameMechanics.constructor.schemes.item.DressSlotStats -> client.Replica.DressSlotStats,
gameMechanics.constructor.schemes.item.DressSlotStatsEntry -> client.Replica.DressSlotStatsEntry,
gameMechanics.constructor.schemes.item.ItemBonus -> client.Replica.ItemBonus,
gameMechanics.constructor.schemes.item.ItemCategoriesRegistry -> client.Replica.ItemCategoriesRegistry,
gameMechanics.constructor.schemes.item.ItemCategory -> client.Replica.ItemCategory,
gameMechanics.constructor.schemes.item.ItemCategoryComposite -> client.Replica.ItemCategoryComposite,
gameMechanics.constructor.schemes.item.ItemCategoryTerminal -> client.Replica.ItemCategoryTerminal,
gameMechanics.constructor.schemes.item.ItemClass -> client.Replica.ItemClass,
gameMechanics.constructor.schemes.item.ItemQuality -> client.Replica.ItemQuality,
gameMechanics.constructor.schemes.item.ItemResource -> client.Replica.Item,
gameMechanics.constructor.schemes.item.LootSchemeAbstract -> client.Replica.LootSchemeAbstract,
gameMechanics.constructor.schemes.item.Pocket -> client.Replica.Pocket,
gameMechanics.constructor.schemes.item.RuneRegistry -> client.Replica.RuneRegistry,
gameMechanics.constructor.schemes.item.VisualItem -> client.VisualConstructor.VisualItem,
gameMechanics.constructor.schemes.mount.MountGroupResource -> client.Replica.MountGroupResource,
gameMechanics.constructor.schemes.mount.MountResource -> client.Replica.MountResource,
gameMechanics.constructor.schemes.mount.MountSkin -> client.Replica.MountSkin,
gameMechanics.constructor.schemes.quest.QuestCountResource -> client.Replica.QuestCount,
gameMechanics.constructor.schemes.quest.QuestGroup -> client.Replica.QuestGroup,
gameMechanics.constructor.schemes.quest.QuestResource -> client.Replica.Quest,
gameMechanics.constructor.schemes.quest.QuestReward$Items -> client.Replica.QuestRewardItems,
gameMechanics.constructor.schemes.quest.WorldSecret -> client.Replica.WorldSecret,
gameMechanics.constructor.schemes.quest.WorldSecretComponent -> client.Replica.WorldSecretComponent,
gameMechanics.constructor.schemes.quest.WorldSecrets -> client.Replica.WorldSecrets,
gameMechanics.constructor.schemes.reputation.AvatarStartReputationTable -> client.Replica.AvatarStartReputationTable,
gameMechanics.constructor.schemes.reputation.ReputationTable -> client.Replica.ReputationTable,
gameMechanics.constructor.schemes.skill.ComponentProperty -> client.Replica.ComponentProperty,
gameMechanics.constructor.schemes.skill.Recipe -> client.Replica.Recipe,
gameMechanics.constructor.schemes.skill.SkillResource -> client.Replica.Skill,
gameMechanics.constructor.schemes.spell.Spell -> client.Replica.Spell,
gameMechanics.constructor.schemes.spell.multiTarget.SpellMultiTarget -> client.Replica.SpellMultiTarget,
gameMechanics.constructor.schemes.talent.BaseTalentsTable -> client.Replica.BaseTalentsTable,
gameMechanics.constructor.schemes.talent.Talent -> client.Replica.Talent,
gameMechanics.constructor.schemes.talent.TalentFieldResource -> client.Replica.TalentFieldResource,
gameMechanics.constructor.schemes.unlock.UnlockResource -> client.Replica.UnlockResource,
gameMechanics.constructor.schemes.zodiac.ZodiacSignResource -> client.Replica.ZodiacSignResource,
gameMechanics.elements.abilities.EnchantedArrow -> client.Replica.EnchantedArrow,
gameMechanics.elements.detectors.OwnTransportDetector -> client.Replica.OwnTransportDetector,
gameMechanics.elements.detectors.RaceDetector -> client.Replica.RaceDetector,
gameMechanics.elements.effects.DamageThresholdResource -> client.Replica.DamageThresholdResource,
gameMechanics.elements.quest.QuestCountId -> client.Replica.QuestCountId,
gameMechanics.elements.skills.CraftingSkillResource -> client.Replica.CraftingSkill,
gameMechanics.elements.skills.RecipeCraftResource -> client.Replica.RecipeCraftResource,
gameMechanics.elements.skills.alchemy.AlchemyResource -> client.Replica.AlchemyResource,
gameMechanics.elements.skills.armorCraft.ArmorCraftResource -> client.Replica.ArmorCraftResource,
gameMechanics.elements.skills.diceCraft.DiceCraftSkillResource -> client.Replica.DiceCraftSkillResource,
gameMechanics.elements.skills.disassembling.DisassemblerInfo -> client.Replica.DisassemblerInfo,
gameMechanics.elements.skills.disassembling.DisassemblingResource -> client.Replica.DisassemblingResource,
gameMechanics.elements.skills.foraging.ForagingResource -> client.Replica.ForagingResource,
gameMechanics.interactions.auction.AuctionResource -> client.Replica.AuctionResource,
gameMechanics.interactions.auction.AuctionTemplate -> client.Replica.AuctionTemplate,
gameMechanics.interactions.common.Interactions -> client.Replica.Interactions,
gameMechanics.interactions.teleportmaster.TeleportNetwork -> client.Replica.TeleportNetwork,
gameMechanics.mail.MailTemplate -> client.Replica.MailTemplate,
gameMechanics.map.MapObject -> client.MapEditorEngine.MapObjectGroup,
gameMechanics.map.basicElements.MapModifierResource -> client.Replica.MapModifierResource,
gameMechanics.map.scriptZone.ScriptZone -> client.Replica.ScriptZone,
gameMechanics.map.scriptZone.ScriptZoneResource -> client.Replica.ScriptZoneResource,
gameMechanics.map.spawn.GenericRespawnableResource -> client.Replica.GenericRespawnableResource,
gameMechanics.map.spawn.RespawnableResource -> client.Replica.RespawnableResource,
gameMechanics.map.spawn.SpawnLocation -> client.Replica.SpawnLocation,
gameMechanics.map.spawn.SpawnPlace -> client.MapEditorEngine.SpawnPlaceGroup,
gameMechanics.map.spawn.patrol.PatrolPoint -> client.MapEditorEngine.PatrolPoint,
gameMechanics.map.tour.Route -> client.Replica.Route,
gameMechanics.map.tour.Route$RoutePoint -> client.Replica.RoutePoint,
gameMechanics.map.zone.Arena -> client.Replica.Arena,
gameMechanics.map.zone.Astral -> client.Replica.Astral,
gameMechanics.map.zone.Contested -> client.Replica.Contested,
gameMechanics.map.zone.FreePvp -> client.Replica.FreePvp,
gameMechanics.map.zone.Graveyard -> client.Replica.Graveyard,
gameMechanics.map.zone.GuildBattleground -> client.Replica.GuildBattleground,
gameMechanics.map.zone.Homeland -> client.Replica.Homeland,
gameMechanics.map.zone.PlayerSpawnPlaceMark -> client.Replica.PlayerSpawnPlaceMark,
gameMechanics.map.zone.Sanctuary -> client.Replica.Sanctuary,
gameMechanics.map.zone.ShipBattleground -> client.Replica.ShipBattleground,
gameMechanics.map.zone.ZonePvpType -> client.Replica.ZonePvpType,
gameMechanics.map.zone.ZoneResource -> client.Replica.ZoneResource,
gameMechanics.tools.ComparableResource -> client.Replica.ComparableResource,
gameMechanics.world.ActionOpenLootBag -> client.Replica.ActionOpenLootBag,
gameMechanics.world.ActionSetFairyBonusStat -> client.Replica.ActionSetFairyBonusStat,
gameMechanics.world.ActionStartTalk -> client.Replica.ActionStartTalk,
gameMechanics.world.ClientData -> client.Replica.ClientData,
gameMechanics.world.ClientDataParamsResource -> client.Replica.ClientDataParamsResource,
gameMechanics.world.DressSlot -> client.VisualConstructor.DressSlot,
gameMechanics.world.TextMessage -> client.Replica.TextMessage,
gameMechanics.world.astralMob.AstralMobWorld -> client.Replica.AstralMobWorld,
gameMechanics.world.astralTeleports.AstralAvatarCollisionObj -> client.Replica.AstralAvatarCollisionObj,
gameMechanics.world.astralTeleports.AstralHubObjectPoi -> client.Replica.AstralHubObjectPoi,
gameMechanics.world.astralTeleports.AstralIslandTeleport -> client.Replica.AstralIslandTeleport,
gameMechanics.world.astralTeleports.ImpactRunnerSphericalObj -> client.Replica.ImpactRunnerSphericalObj,
gameMechanics.world.avatar.Character -> client.Replica.Character,
gameMechanics.world.avatar.CharacterClass -> client.Replica.CharacterClass,
gameMechanics.world.avatar.CharacterRace -> client.Replica.CharacterRace,
gameMechanics.world.avatar.CharacterRaceClass -> client.Replica.CharacterRaceClass,
gameMechanics.world.avatar.CharacterSex -> client.Replica.CharacterSex,
gameMechanics.world.avatar.CharacterType -> client.Replica.CharacterType,
gameMechanics.world.avatar.TrackDataResource -> client.Replica.TrackDataResource,
gameMechanics.world.avatar.assistants.AssistantResource -> client.Replica.AssistantResource,
gameMechanics.world.avatar.development.ExperienceSlice -> client.Replica.ExperienceSlice,
gameMechanics.world.avatar.title.AvatarTitleResource -> client.Replica.AvatarTitleResource,
gameMechanics.world.avatar.veteran.VeteranRank -> client.Replica.VeteranRank,
gameMechanics.world.bigAstral.AstralAddonResource -> client.Replica.AstralAddonResource,
gameMechanics.world.bigAstral.AstralGraphResource -> client.Replica.AstralGraph,
gameMechanics.world.bigAstral.AstralMapPOI -> client.Replica.AstralMapPOI,
gameMechanics.world.bigAstral.AstralRegionResource -> client.Replica.AstralRegionResource,
gameMechanics.world.bigAstral.AstralSectorResource -> client.Replica.AstralSector,
gameMechanics.world.bigAstral.AstralTierLevel -> client.Replica.AstralTierLevel,
gameMechanics.world.bigAstral.AvatarTierLevel -> client.Replica.AvatarTierLevel,
gameMechanics.world.bigAstral.ScanerPOI -> client.Replica.ScanerPOI,
gameMechanics.world.bigAstral.hangar.ShipEnterSettings -> client.Replica.ShipEnterSettings,
gameMechanics.world.bigAstral.tradeWars.TradeAllod -> client.Replica.TradeAllod,
gameMechanics.world.characterVariations.CharacterRoot -> client.Replica.CharacterRoot,
gameMechanics.world.characterVariations.ControlValue -> client.VisualConstructor.ControlValue,
gameMechanics.world.characterVariations.ModelMorphControl -> client.VisualConstructor.ModelMorphControl,
gameMechanics.world.characterVariations.ModelMorphPreset -> client.VisualConstructor.ModelMorphPreset,
gameMechanics.world.characterVariations.TextureHolder -> client.Replica.TextureHolder,
gameMechanics.world.creature.Faction -> client.Replica.Faction,
gameMechanics.world.device.ChestResource -> client.Replica.ChestResource,
gameMechanics.world.device.DeviceResource -> client.Replica.DeviceResource,
gameMechanics.world.device.SteleResource -> client.Replica.SteleResource,
gameMechanics.world.device.UsableDeviceResource -> client.Replica.UsableDeviceResource,
gameMechanics.world.device.UsableDeviceType -> client.Replica.UsableDeviceType,
gameMechanics.world.device.cannon.AstralSpell -> client.Replica.AstralSpell,
gameMechanics.world.gameRoot.AstralRoot -> client.Replica.AstralRoot,
gameMechanics.world.gameRoot.AvatarRoot -> client.Replica.AvatarRoot,
gameMechanics.world.gameRoot.BestFriendsRoot -> client.Replica.BestFriendsRoot,
gameMechanics.world.gameRoot.CraftRoot -> client.Replica.CraftRoot,
gameMechanics.world.gameRoot.EnchantRoot -> client.Replica.EnchantRoot,
gameMechanics.world.gameRoot.ExperienceSlicesRoot -> client.Replica.ExperienceSlicesRoot,
gameMechanics.world.gameRoot.FairyRoot -> client.Replica.FairyRoot,
gameMechanics.world.gameRoot.FamilyRoot -> client.Replica.FamilyRoot,
gameMechanics.world.gameRoot.ItemRoot -> client.Replica.ItemRoot,
gameMechanics.world.gameRoot.LootRoot -> client.Replica.LootRoot,
gameMechanics.world.gameRoot.MWarRoot -> client.Replica.MWarRoot,
gameMechanics.world.gameRoot.MentorRoot -> client.Replica.MentorRoot,
gameMechanics.world.gameRoot.MountRoot -> client.Replica.MountRoot,
gameMechanics.world.gameRoot.QuestRoot -> client.Replica.QuestRoot,
gameMechanics.world.gameRoot.RangeRoot -> client.Replica.RangeRoot,
gameMechanics.world.gameRoot.RemortRoot -> client.Replica.RemortRoot,
gameMechanics.world.gameRoot.ShipRoot -> client.Replica.ShipRoot,
gameMechanics.world.gameRoot.SkilledItemsBoxRoot -> client.Replica.SkilledItemsBoxRoot,
gameMechanics.world.gameRoot.SocialRoot -> client.Replica.SocialRoot,
gameMechanics.world.gameRoot.SpellRoot -> client.Replica.SpellRoot,
gameMechanics.world.gameRoot.TWarsAnnounces -> client.Replica.TWarsAnnounces,
gameMechanics.world.gameRoot.TWarsRoot -> client.Replica.TWarsRoot,
gameMechanics.world.mob.MobKind -> client.Replica.MobKind,
gameMechanics.world.mob.MobQuality -> client.Replica.MobQuality,
gameMechanics.world.mob.MobWorld -> client.Replica.MobWorld,
gameMechanics.world.mob.ThoughtsPool -> client.Replica.ThoughtsPool,
gameMechanics.world.mob.interaction.Cue -> client.Replica.Cue,
gameMechanics.world.mob.interaction.TeleportMasterLocation -> client.Replica.TeleportMasterLocation,
gameMechanics.world.mob.interaction.VendorTable -> client.Replica.VendorTable,
gameMechanics.world.pet.PetTypeResource -> client.Replica.PetTypeResource,
gameMechanics.world.projectile.ProjectileResource -> client.Replica.ProjectileResource,
gameMechanics.world.quiz.Question -> client.Replica.Question,
gameMechanics.world.rules.RuleRegistry -> client.Replica.RuleRegistry,
gameMechanics.world.rules.RuleResource -> client.Replica.RuleResource,
gameMechanics.world.ship.ShipResource -> client.Replica.ShipResource,
gameMechanics.world.ship.ShipSkin -> client.Replica.ShipSkin,
gameMechanics.world.ship.ShuttleControllerResource -> client.Replica.ShuttleControllerResource,
gameMechanics.world.ship.Slot -> client.Replica.Slot,
gameMechanics.world.ship.VisualShip -> client.Replica.VisualShip,
gameMechanics.world.ship.device.ShipDeviceResource -> client.Replica.ShipDeviceResource,
gameMechanics.world.ship.device.SlotName -> client.Replica.SlotName,
gameMechanics.world.ship.elements.DevicePack -> client.Replica.DevicePack,
gameMechanics.world.social.group.GroupRoot -> client.Replica.GroupRoot,
gameMechanics.world.social.guild.bank.GuildBankRoot -> client.Replica.GuildBankRoot,
gameMechanics.world.social.guild.base.GuildPreset -> client.Replica.GuildPreset,
gameMechanics.world.social.guild.base.GuildProgressRewards -> client.Replica.GuildProgressRewards,
gameMechanics.world.social.guild.base.GuildRankResource -> client.Replica.GuildRankResource,
gameMechanics.world.social.guild.base.GuildReward -> client.Replica.GuildReward,
gameMechanics.world.social.guild.base.GuildRightsPreset -> client.Replica.GuildRightsPreset,
gameMechanics.world.social.guild.base.GuildRoot -> client.Replica.GuildRoot,
gameMechanics.world.social.guild.symbolics.GuildSymbolicsChanger -> client.Replica.GuildSymbolicsChanger,
gameMechanics.world.social.guild.symbolics.GuildVisualSettings -> client.VisualConstructor.GuildVisualSettings,
gameMechanics.world.social.guild.twar.qualification.QualificationBattleResource -> client.Replica.QualificationBattleResource,
gameMechanics.world.social.raid.RaidRoot -> client.Replica.RaidRoot,
gameMechanics.world.social.raid.TargetMarkResource -> client.Replica.TargetMark,
gameMechanics.world.stronghold.StrongholdCategory -> client.Replica.StrongholdCategory,
gameMechanics.world.stronghold.StrongholdRoot -> client.Replica.StrongholdRoot,
gameMechanics.world.visibility.Detector -> client.Replica.Detector,
gameMechanics.world.worldDrop.SuffixNamer -> client.Replica.SuffixNamer,
gameMechanics.world.worldDrop.WorldDropConfig -> client.Replica.WorldDropConfig,
gameMechanics.world.worldDrop.WorldDropConfig$ItemVisual -> client.Replica.WorldDropItemVisual,
gameMechanics.world.worldDrop.WorldDropSuffix -> client.Replica.WorldDropSuffix,
gameMechanics.world.worldDrop.WorldDropSuffixGroup -> client.Replica.WorldDropSuffixGroup,
itemService.autoLooting.AutoLooterResource -> client.Replica.AutoLooterResource,
itemService.avatar.stronghold.production.ProductionExpedition -> client.Replica.ProductionExpedition,
itemService.avatar.stronghold.production.ProductionSettings -> client.Replica.ProductionSettings,
itemService.avatar.stronghold.production.elements.ProductionExpeditionArray -> client.Replica.ProductionExpeditionArray,
itemService.basicElements.ChangeFactionRoot -> client.Replica.ChangeFactionRoot,
itemService.basicElements.ChangeRoomRoot -> client.Replica.ChangeRoomRoot,
itemService.basicInterfaces.itemmall.resources.ItemMallCouponsRegistry -> client.Replica.ItemMallCouponsRegistry,
itemService.basicInterfaces.itemmall.resources.ItemMallCouponsRegistry$Coupon -> client.Replica.Coupon,
itemService.basicInterfaces.itemmall.resources.ItemMallRoot -> client.Replica.ItemMallRoot,
itemService.elements.loginLottery.LoginLotteryResource -> client.Replica.LoginLotteryResource,
itemService.elements.roulettebox.RouletteBoxResource -> client.Replica.RouletteBoxResource,
itemService.elements.strongbox.StrongBoxCardRarity -> client.Replica.StrongBoxCardRarity,
itemService.elements.strongbox.StrongBoxResource -> client.Replica.StrongBoxResource,
itemService.itemmall.BillingBonusResource -> client.Replica.BillingBonusResource,
itemService.itemmall.resources.ItemMallBannerResource -> client.Replica.ItemMallBannerResource,
itemService.itemmall.resources.ItemMallCategoryResource -> client.Replica.ItemMallCategoryResource,
itemService.itemmall.resources.ItemMallItemStatusResource -> client.Replica.ItemMallItemStatusResource,
itemService.itemmall.resources.ItemMallSubcategory -> client.Replica.ItemMallSubcategory,
itemService.lootable.lootmechanics.LootScheme -> client.Replica.LootScheme,
itemService.rules.components.wishmaster.WishmasterResource -> client.Replica.WishmasterResource,
mapLoader.DBNMesh -> client.NavigationMesh.DBNMesh,
mapLoader.MapRegion -> client.Map.Area,client.Map.Region,client.MapRegion.MapRegion,client.Terrain.TerrainRegion,
mapLoader.MapRegion$MapObject -> client.Map.MapObject,
mapLoader.MapResource -> client.MapRegion.MapResource,
mapLoader.MapTemplate -> client.Replica.MapTemplate,
mapLoader.StaticObject -> client.Map.StaticObject,
mapLoader.StaticObject$ObjectPart -> client.Map.ObjectPart,
mapLoader.ZoneResourceAbstract -> client.Map.ZoneResourceCork,client.Replica.ZoneResourceAbstract,
resourceDB.resources.DefaultFactoryResource -> client.GameBase.DefaultFactory,
socialNetworks.SocialNetworkDescription -> client.SocialHub.SocialNetworkDescription,
socialNetworks.SocialPostContent -> client.SocialHub.SocialPostContent,
timeinterval.TimeIntervalTable -> client.Replica.TimeIntervalTable,
timeperiod.TimePeriodTable -> client.Replica.TimePeriodTable,
timetables.TimeEntryDailyResource -> client.Replica.TimeEntryDailyResource,
timetables.TimeEntryHourlyResource -> client.Replica.TimeEntryHourlyResource,
timetables.TimeEntryMonthlyResource -> client.Replica.TimeEntryMonthlyResource,
timetables.TimeEntryNever -> client.Replica.TimeEntryNever,
timetables.TimeEntryNow -> client.Replica.TimeEntryNow,
timetables.TimeEntryOnceResource -> client.Replica.TimeEntryOnceResource,
timetables.TimeEntryResource -> client.Replica.TimeEntryResource,
timetables.TimeEntryWeeklyResource -> client.Replica.TimeEntryWeeklyResource,
timetables.TimeEntryYearlyResource -> client.Replica.TimeEntryYearlyResource,
timetables.TimeTable -> client.Replica.TimeTable,
